%ScheduledJobNum workload ScheduledRevenue UsedGreenEnergy UsedBrownEnergy UsedBrownEnergyCost RunningTime
20.9666666666667 4943.93333333333 24.8732333333333 4220.6 723.333333333333 2.3184 3.28813934251695 
42 9792.53333333333 46.7705 7601.7 2190.83333333333 7.08843333333333 5.11603613209452 
59.7333333333333 14485.0666666667 65.41442 10137.8 4347.26666666667 14.2534466666667 6.52851245747651 
78.4666666666667 19027.2 79.334905 11288.6333333333 7738.56666666667 25.314695 7.20543622998158 
96.3 23610.3333333333 91.4913033333334 11821.2333333333 11789.1 38.36553 7.53461601629274 
112.833333333333 27771.8666666667 101.852595 12150.1 15621.7666666667 50.8926716666667 7.00328989518816 
124.3 31273.2666666667 109.769688333333 12369.0333333333 18904.2333333333 62.2332783333334 6.70698265405956 
133.066666666667 34015.3333333333 115.648878333333 12450.2333333333 21565.1 71.435455 6.17684976246978 
135.8 35722.3333333333 118.950131666667 12471.6333333333 23250.7 77.5227016666667 5.66488181434522 
134.766666666667 37104.4 121.497393333333 12529.2666666667 24575.1333333333 82.5768066666667 5.30936216435654 
134.866666666667 37968.2666666667 123.237225 12537.7666666667 25430.5 85.5882416666667 4.92174579305399 
136.833333333333 38944.0666666667 125.273221666667 12580.5 26363.5666666667 88.919145 4.53276208283648 
136.466666666667 39560.0666666667 126.319045 12572.3 26987.7666666667 91.2613216666667 4.13684771265686 
132.8 39964.6666666667 127.04953 12595.6 27369.0666666667 92.7561366666667 3.92476730888907 
131.633333333333 40264.2 127.791583333333 12601.5333333333 27662.6666666667 93.6615166666667 3.61370757658929 
