%ScheduledJobNum workload ScheduledRevenue UsedGreenEnergy UsedBrownEnergy UsedBrownEnergyCost RunningTime
20.9666666666667 4943.93333333333 21.9408516666667 3220.96666666667 1722.96666666667 5.25078166666667 4.98576625956462 
41.9666666666667 9789.73333333333 42.0199733333333 6054.7 3735.03333333333 11.82356 6.4480003253821 
59.9 14502.1333333333 60.7128433333333 8683.5 5818.63333333333 19.04889 8.26359501308141 
78.8333333333333 19070.8666666667 76.5578033333334 10555.4333333333 8515.43333333333 28.3319633333333 9.07690070825672 
95.1333333333333 23519.4666666667 89.0247116666667 11470.3666666667 12049.1 40.332355 9.64827179905262 
114.533333333333 28021.9333333333 100.533988333333 12010.0333333333 16011.9 53.586645 9.30128901149742 
124.8 31515.7333333333 109.060503333333 12280.3 19235.4333333333 64.27603 8.90653590133985 
134 34118.1333333333 115.07182 12400.3666666667 21717.7666666667 72.5779133333333 8.31904494213354 
137 35993.2 119.108556666667 12422.8333333333 23570.3666666667 78.8540433333333 7.43997341911029 
135.466666666667 37269.7333333333 121.891736666667 12482.6333333333 24787.1 83.0917966666667 6.93958742873448 
135.266666666667 37923.9333333333 123.259613333333 12498.5333333333 25425.4 85.32202 6.48353039604728 
136.833333333333 39000.2 125.293683333333 12535.7 26464.5 89.2074166666667 5.91271549514573 
134.066666666667 39479 126.210963333333 12540.9333333333 26938.0666666667 90.9235366666667 5.51641471700306 
132.166666666667 39899.9333333333 127.296161666667 12561.5 27338.4333333333 92.1534716666667 5.24054589174221 
130.466666666667 40210.4666666667 127.835106666667 12569.6 27640.8666666667 93.32246 4.75631284049731 
