%ScheduledJobNum workload ScheduledRevenue UsedGreenEnergy UsedBrownEnergy UsedBrownEnergyCost RunningTime
10.6666666666667 5424 20.9778166666667 2527 2897 8.85418333333333 1.32651765980155 
18 9323.66666666667 37.0972333333333 4646.66666666667 4677 14.1829333333333 2.50412519993291 
24.3333333333333 13624 54.7888 7406.66666666667 6217.33333333333 20.1432 6.75960121722924 
34.3333333333333 15478.6666666667 58.2470666666667 7106.66666666667 8372 26.8856 4.1448328651191 
41.3333333333333 20772 81.9222166666667 10431.3333333333 10340.6666666667 32.3237833333333 8.79581307673894 
49.6666666666667 22615 84.3611666666667 9925 12690 40.0213333333333 7.22599901412942 
56.6666666666667 22911.3333333333 86.7971666666667 10833 12078.3333333333 39.2151666666667 7.73463022924073 
63.3333333333333 28417.6666666667 102.0075 11406 17011.6666666667 54.2896666666667 21.6998472384989 
68.3333333333333 30713.6666666667 108.459166666667 11820.3333333333 18893.3333333333 60.466 12.9775180862912 
68.6666666666667 32739 110.9969 11843.6666666667 20895.3333333333 69.0676 8.88460498952313 
73.3333333333333 33195.3333333333 115.904116666667 12371 20824.3333333333 66.6702166666667 18.699274601124 
86.3333333333333 37766.3333333333 123.538083333333 12361.3333333333 25405 84.17675 4.48725167932784 
85.3333333333333 39310 126.278566666667 12259.6666666667 27050.3333333333 89.9264333333334 7.95223517374007 
86 37628.6666666667 121.881066666667 12383.3333333333 25245.3333333333 85.0766 6.78479864272608 
87.6666666666667 40915 130.312583333333 12501.6666666667 28413.3333333333 94.7199166666667 6.62876334780124 
