%ScheduledJobNum workload ScheduledRevenue UsedGreenEnergy UsedBrownEnergy UsedBrownEnergyCost RunningTime
3.42928739390562 1646.0579490747 9.09519203404413 1799.14999316941 1069.85950364704 3.57260740790492 3.09620559512054 
7.61110689372957 3653.33130899019 15.6286922634186 2344.87902702009 1308.4522834324 4.60946258355885 46.1713099367342 
3.29983333333333 1583.92 7.74332225428743 1983.72883422778 552.026908117151 1.27546806924219 35.6012263470287 
5.15450444444253 2474.16213333241 6.43544580310709 662.560846814738 2051.91236013448 8.0141832601514 33.673382928869 
4.01442051124581 1926.92184539799 4.70737659698992 1181.0104882998 2363.81514983091 7.04575568741911 18.1805251179758 
10.5594666666667 5068.544 13.8480965792153 1229.98081684525 3844.83365713252 14.0294845840238 11.1308878690831 
12.0432615337374 5780.76553619397 15.238512369337 734.376851881776 5147.30546129843 16.5560834596784 9.16188999048688 
1.14309579796854 548.685983024899 1.98640488902645 488.266515894929 785.642016487518 1.0523642903727 7.31641111422648 
8.10980617325579 3892.70696316278 8.67758209142823 121.426692904045 4001.67195153256 13.2616680527181 2.97822329944301 
3.67453888732239 1763.77866591475 4.95170363727235 184.532392069435 1634.19540879564 4.99839704438474 8.57063604965788 
5.9397 2851.056 6.49293776290335 77.7052948221891 2775.88781998211 9.22786049174973 1.82483031083271 
2.63986666666667 1267.136 4.23839405471814 115.069120244216 1285.42803992099 2.90094494869379 12.7957250100067 
3.67453888732239 1763.77866591475 4.55352825245594 36.5254436167904 1735.30112288035 5.51567390047421 8.16974431551453 
4.01442051124581 1926.92184539799 3.68555493106776 338.798887703041 1871.49790768543 6.92323966505194 2.38412556858285 
2.37954365676372 1142.18095524658 1.62165240054622 69.0824659676712 1193.80600327174 4.8777791254866 25.2078112014548 
