%ScheduledJobNum workload ScheduledRevenue UsedGreenEnergy UsedBrownEnergy UsedBrownEnergyCost RunningTime
31.2666666666667 4897.33333333333 25.2999933333333 4456.36666666667 440.966666666667 1.63534 5.07118164856475 
59.1 9325.8 44.801815 7442.76666666667 1883.03333333333 6.490085 7.00014305279349 
87.9333333333333 13358.5333333333 59.4866333333333 9077.2 4281.33333333333 13.9853 9.34676776340013 
113.3 17414.9333333333 72.7918933333333 10343.8 7071.13333333333 22.99024 11.4159006131219 
136.433333333333 19887.2 79.4217583333332 10853.3666666667 9033.83333333333 29.9578416666666 11.1282558836987 
146.033333333333 21950.6666666667 84.8659166666666 11121 10829.6666666667 35.86275 9.73786939639896 
161.166666666667 24481.1333333333 91.0963749999999 11246.4666666667 13234.6666666667 43.5498583333333 11.6890616820869 
172.033333333333 26201.6666666667 95.0604466666666 11348.6 14853.0666666667 49.04872 10.4505263400343 
177.5 27630.2 98.7958033333333 11493.4333333333 16136.7666666667 53.1702966666667 9.80548139758746 
182.366666666667 28976.1333333333 101.981905 11542.7333333333 17433.4 57.3868283333333 10.8907544758445 
192.466666666667 30571.3333333333 105.533901666667 11696.5333333333 18874.8 62.6084316666667 8.79157224021125 
198.666666666667 31260.1333333333 107.107431666667 11760.7666666667 19499.3666666667 64.8233016666667 9.6993004083761 
199.4 32156.2666666667 109.497836666667 11940.8333333333 20215.4333333333 67.36163 9.04747413325436 
199.9 32464.7333333333 110.250896666667 11992.8333333333 20471.9 68.3051366666667 8.42553247220326 
198.833333333333 32669.0666666667 110.802141666667 11994.0666666667 20675 68.877725 8.3063948020132 
